Time (ms), Command Position (mm), Encoded Position (mm)
0.0, 94.03109765624995, 93.93535156249995
0.1, 94.04498828124996, 93.94824999999996
0.2, 94.05887890624994, 93.96412499999995
0.30000000000000004, 94.07326562499996, 93.97702343749995
0.4, 94.08715624999995, 93.99289843749995
0.5, 94.10154296874995, 94.00530078124996
0.6000000000000001, 94.11543359374996, 94.01819921874994
0.7000000000000001, 94.12932421874994, 94.03407421874996
0.8, 94.14371093749995, 94.04647656249995
0.9, 94.15760156249996, 94.06235156249996
1.0, 94.17198828124995, 94.07524999999995
1.1, 94.18587890624995, 94.09112499999996
1.2000000000000002, 94.19976953124996, 94.10402343749995
1.3, 94.21415624999995, 94.11989843749994
1.4000000000000001, 94.22804687499996, 94.13230078124995
1.5, 94.24193749999995, 94.14519921874995
1.6, 94.25632421874995, 94.16107421874995
1.7000000000000002, 94.27021484374995, 94.17347656249996
1.8, 94.28460156249994, 94.18935156249995
1.9000000000000001, 94.29849218749996, 94.20224999999995
2.0, 94.31238281249996, 94.21812499999994
2.1, 94.32676953124995, 94.23102343749996
2.2, 94.34066015624995, 94.24689843749995
2.3000000000000003, 94.35455078124996, 94.25930078124996
2.4000000000000004, 94.36893749999994, 94.27219921874995
2.5, 94.38282812499996, 94.28807421874995
2.6, 94.39721484374995, 94.30047656249995
2.7, 94.41110546874995, 94.31337499999995
2.8000000000000003, 94.42499609374995, 94.32924999999994
2.9000000000000004, 94.43938281249994, 94.34512499999995
3.0, 94.45327343749996, 94.35802343749995
3.1, 94.46766015624995, 94.37389843749995
3.2, 94.48155078124995, 94.38630078124994
3.3000000000000003, 94.49544140624995, 94.39919921874996
3.4000000000000004, 94.50982812499994, 94.41507421874995
3.5, 94.52371874999996, 94.42747656249995
3.6, 94.53760937499996, 94.44037499999995
3.7, 94.55199609374995, 94.45624999999995
3.8000000000000003, 94.56588671874995, 94.47212499999995
3.9000000000000004, 94.58027343749994, 94.48502343749995
4.0, 94.59416406249994, 94.49742578124994
4.1000000000000005, 94.60805468749996, 94.51330078124995
4.2, 94.62244140624995, 94.52619921874995
4.3, 94.63633203124995, 94.54207421874995
4.4, 94.65071874999994, 94.55447656249994
4.5, 94.66460937499994, 94.56737499999996
4.6000000000000005, 94.67849999999996, 94.58324999999995
4.7, 94.69288671874995, 94.59912499999994
4.800000000000001, 94.70677734374995, 94.61202343749996
4.9, 94.72066796874995, 94.62789843749995
5.0, 94.73505468749994, 94.64030078124995
5.1000000000000005, 94.74894531249996, 94.65319921874996
5.2, 94.76333203124996, 94.66907421874996
5.300000000000001, 94.77722265624995, 94.68147656249995
5.4, 94.79111328124995, 94.69437499999995
5.5, 94.80549999999995, 94.71024999999996
5.6000000000000005, 94.81939062499994, 94.72612499999995
5.7, 94.83328124999996, 94.73902343749994
5.800000000000001, 94.84766796874995, 94.75142578124995
5.9, 94.86155859374995, 94.76730078124996
6.0, 94.87594531249995, 94.78019921874994
6.1000000000000005, 94.88983593749994, 94.79607421874995
6.2, 94.90372656249995, 94.80847656249995
6.300000000000001, 94.91811328124996, 94.82137499999995
6.4, 94.93200390624995, 94.83724999999995
6.5, 94.94639062499995, 94.85312499999995
6.6000000000000005, 94.96028124999995, 94.86602343749995
6.7, 94.97417187499995, 94.87842578124996
6.800000000000001, 94.98855859374996, 94.89430078124995
6.9, 95.00244921874994, 94.90719921874995
7.0, 95.01633984374995, 94.91960156249995
7.1000000000000005, 95.03072656249995, 94.93547656249996
7.2, 95.04461718749994, 94.94837499999994
7.300000000000001, 95.05900390624996, 94.96424999999995
7.4, 95.07289453124996, 94.97714843749995
7.5, 95.08678515624995, 94.99302343749994
7.6000000000000005, 95.10117187499995, 95.00542578124994
7.7, 95.11506249999995, 95.02130078124996
7.800000000000001, 95.12895312499995, 95.03419921874995
7.9, 95.14333984374996, 95.04660156249994
8.0, 95.15723046874994, 95.06247656249995
8.1, 95.17161718749995, 95.07537499999995
8.200000000000001, 95.18550781249995, 95.09124999999995
8.3, 95.19939843749995, 95.10414843749996
8.4, 95.21378515624995, 95.12002343749995
8.5, 95.22767578124996, 95.13242578124995
8.6, 95.24206249999995, 95.14830078124994
8.700000000000001, 95.25595312499995, 95.16119921874996
8.8, 95.26984374999995, 95.17360156249994
8.9, 95.28423046874995, 95.18947656249995
9.0, 95.29812109374996, 95.20237499999995
9.1, 95.31201171874996, 95.21824999999995
9.200000000000001, 95.32639843749995, 95.23114843749995
9.3, 95.34028906249995, 95.24702343749995
9.4, 95.35467578124995, 95.25942578124994
9.5, 95.36856640624995, 95.27530078124995
9.600000000000001, 95.38245703124996, 95.28819921874995
9.700000000000001, 95.39684374999995, 95.30060156249995
9.8, 95.41073437499995, 95.31647656249994
9.9, 95.42462499999995, 95.32937499999996
10.0, 95.43901171874995, 95.34227343749994
10.100000000000001, 95.45290234374995, 95.35814843749996
10.200000000000001, 95.46728906249994, 95.37402343749996
10.3, 95.48117968749995, 95.38642578124995
10.4, 95.49507031249995, 95.39932421874995
10.5, 95.50945703124995, 95.41519921874996
10.600000000000001, 95.52334765624995, 95.42760156249994
10.700000000000001, 95.53773437499994, 95.44347656249995
10.8, 95.55162499999994, 95.45637499999995
10.9, 95.56551562499995, 95.46927343749995
11.0, 95.57990234374995, 95.48514843749994
11.100000000000001, 95.59379296874995, 95.50102343749995
11.200000000000001, 95.60768359374995, 95.51342578124995
11.3, 95.62207031249994, 95.52632421874995
11.4, 95.63596093749995, 95.54219921874996
11.5, 95.65034765624995, 95.55460156249995
11.600000000000001, 95.66423828124995, 95.56749999999994
11.700000000000001, 95.67812890624995, 95.58337499999996
11.8, 95.69251562499994, 95.59627343749995
11.9, 95.70640624999994, 95.61214843749995
12.0, 95.72079296874995, 95.62455078124995
12.100000000000001, 95.73468359374995, 95.64042578124996
12.200000000000001, 95.74857421874995, 95.65332421874994
12.3, 95.76296093749994, 95.66919921874995
12.4, 95.77685156249994, 95.68160156249995
12.5, 95.79074218749994, 95.69449999999995
12.600000000000001, 95.80512890624995, 95.71037499999994
12.700000000000001, 95.81901953124995, 95.72327343749996
12.8, 95.83340624999995, 95.73914843749995
12.9, 95.84729687499994, 95.75155078124995
13.0, 95.86118749999994, 95.76742578124995
13.100000000000001, 95.87557421874996, 95.78032421874995
13.200000000000001, 95.88946484374995, 95.79619921874995
13.3, 95.90335546874995, 95.80860156249996
13.4, 95.91774218749994, 95.82149999999994
13.5, 95.93163281249994, 95.83737499999995
13.600000000000001, 95.94601953124996, 95.85027343749995
13.700000000000001, 95.95991015624995, 95.86267578124995
13.8, 95.97380078124995, 95.87855078124994
13.9, 95.98818749999995, 95.89442578124995
14.0, 96.00207812499994, 95.90732421874995
14.100000000000001, 96.01646484374996, 95.91972656249995
14.200000000000001, 96.03035546874996, 95.93560156249994
14.3, 96.04424609374995, 95.94849999999995
14.4, 96.05863281249995, 95.96139843749995
14.5, 96.07252343749994, 95.97727343749996
14.600000000000001, 96.08641406249994, 95.98967578124996
14.700000000000001, 96.10080078124996, 96.00555078124995
14.8, 96.11469140624995, 96.01844921874995
14.9, 96.12907812499995, 96.03432421874996
15.0, 96.14296874999995, 96.04672656249994
15.100000000000001, 96.15685937499994, 96.06260156249995
15.200000000000001, 96.17124609374996, 96.07549999999995
15.3, 96.18513671874996, 96.08839843749995
15.4, 96.19902734374995, 96.10427343749996
15.5, 96.21341406249995, 96.11667578124995
15.600000000000001, 96.22730468749995, 96.13255078124995
15.700000000000003, 96.24169140624996, 96.14544921874996
15.8, 96.25558203124996, 96.16132421874995
15.9, 96.26947265624995, 96.17372656249995
16.0, 96.28385937499995, 96.18960156249994
16.1, 96.29774999999995, 96.20249999999996
16.2, 96.31213671874995, 96.21539843749994
16.3, 96.32602734374996, 96.23127343749995
16.400000000000002, 96.33991796874996, 96.24367578124995
16.5, 96.35430468749995, 96.25657421874995
16.6, 96.36819531249995, 96.27244921874994
16.7, 96.38208593749995, 96.28832421874995
16.8, 96.39647265624995, 96.30072656249995
16.900000000000002, 96.41036328124996, 96.31362499999994
17.0, 96.42474999999995, 96.32949999999995
17.1, 96.43864062499995, 96.34239843749995
17.2, 96.45253124999995, 96.35827343749995
17.3, 96.46691796874995, 96.37067578124996
17.400000000000002, 96.48080859374996, 96.38357421874994
17.5, 96.49519531249994, 96.39944921874995
17.6, 96.50908593749995, 96.41532421874994
17.7, 96.52297656249995, 96.42772656249996
17.8, 96.53736328124995, 96.44062499999994
17.900000000000002, 96.55125390624995, 96.45649999999995
18.0, 96.56514453124996, 96.46939843749995
18.1, 96.57953124999995, 96.48180078124994
18.2, 96.59342187499995, 96.49767578124994
18.3, 96.60780859374995, 96.51057421874995
18.400000000000002, 96.62169921874995, 96.52644921874995
18.5, 96.63558984374995, 96.53885156249994
18.6, 96.64997656249994, 96.55472656249995
18.7, 96.66386718749995, 96.56762499999995
18.8, 96.67775781249995, 96.58349999999994
18.900000000000002, 96.69214453124995, 96.59639843749996
19.0, 96.70603515624995, 96.60880078124995
19.1, 96.72042187499994, 96.62467578124995
19.200000000000003, 96.73431249999994, 96.63757421874995
19.3, 96.74820312499995, 96.64997656249994
19.400000000000002, 96.76258984374995, 96.66585156249995
19.5, 96.77648046874995, 96.68172656249995
19.6, 96.79086718749996, 96.69462499999995
19.700000000000003, 96.80475781249994, 96.70752343749996
19.8, 96.81864843749995, 96.72339843749995
19.900000000000002, 96.83303515624995, 96.73580078124995
