Time (ms), Command Position (mm), Encoded Position (mm)
0.0, 93.74931640624995, 93.65307421874995
0.1, 93.76320703124995, 93.66547656249995
0.2, 93.77759374999995, 93.68135156249994
0.30000000000000004, 93.79148437499995, 93.69722656249996
0.4, 93.80587109374996, 93.71012499999995
0.5, 93.81976171874994, 93.72599999999994
0.6000000000000001, 93.83365234374995, 93.73889843749996
0.7000000000000001, 93.84803906249996, 93.75130078124995
0.8, 93.86192968749995, 93.76717578124995
0.9, 93.87631640624996, 93.78007421874996
1.0, 93.89020703124996, 93.79247656249994
1.1, 93.90409765624995, 93.80835156249995
1.2000000000000002, 93.91848437499996, 93.82422656249994
1.3, 93.93237499999995, 93.83712499999996
1.4000000000000001, 93.94626562499995, 93.85002343749996
1.5, 93.96065234374996, 93.86589843749995
1.6, 93.97454296874994, 93.87830078124995
1.7000000000000002, 93.98892968749995, 93.89417578124996
1.8, 94.00282031249996, 93.90707421874995
1.9000000000000001, 94.01671093749995, 93.91947656249995
2.0, 94.03109765624995, 93.93535156249995
2.1, 94.04498828124996, 93.95122656249995
2.2, 94.05887890624994, 93.96412499999995
2.3000000000000003, 94.07326562499996, 93.97702343749995
2.4000000000000004, 94.08715624999995, 93.99289843749995
2.5, 94.10154296874995, 94.00530078124996
2.6, 94.11543359374996, 94.02117578124995
2.7, 94.12932421874994, 94.03407421874996
2.8000000000000003, 94.14371093749995, 94.04647656249995
2.9000000000000004, 94.15760156249996, 94.06235156249996
3.0, 94.17198828124995, 94.07822656249995
3.1, 94.18587890624995, 94.09112499999996
3.2, 94.19976953124996, 94.10402343749995
3.3000000000000003, 94.21415624999995, 94.11989843749994
3.4000000000000004, 94.22804687499996, 94.13230078124995
3.5, 94.24193749999995, 94.14817578124996
3.6, 94.25632421874995, 94.16107421874995
3.7, 94.27021484374995, 94.17347656249996
3.8000000000000003, 94.28460156249994, 94.18935156249995
3.9000000000000004, 94.29849218749996, 94.20522656249996
4.0, 94.31238281249996, 94.21812499999994
4.1000000000000005, 94.32676953124995, 94.23102343749996
4.2, 94.34066015624995, 94.24689843749995
4.3, 94.35455078124996, 94.25930078124996
4.4, 94.36893749999994, 94.27517578124996
4.5, 94.38282812499996, 94.28807421874995
4.6000000000000005, 94.39721484374995, 94.30047656249995
4.7, 94.41110546874995, 94.31635156249996
4.800000000000001, 94.42499609374995, 94.33222656249995
4.9, 94.43938281249994, 94.34512499999995
5.0, 94.45327343749996, 94.35802343749995
5.1000000000000005, 94.46766015624995, 94.37389843749995
5.2, 94.48155078124995, 94.38630078124994
5.300000000000001, 94.49544140624995, 94.39919921874996
5.4, 94.50982812499994, 94.41507421874995
5.5, 94.52371874999996, 94.42747656249995
5.6000000000000005, 94.53760937499996, 94.44335156249994
5.7, 94.55199609374995, 94.45624999999995
5.800000000000001, 94.56588671874995, 94.47212499999995
5.9, 94.58027343749994, 94.48502343749995
6.0, 94.59416406249994, 94.50089843749996
6.1000000000000005, 94.60805468749996, 94.51330078124995
6.2, 94.62244140624995, 94.52619921874995
6.300000000000001, 94.63633203124995, 94.54207421874995
6.4, 94.65071874999994, 94.55447656249994
6.5, 94.66460937499994, 94.57035156249995
6.6000000000000005, 94.67849999999996, 94.58324999999995
6.7, 94.69288671874995, 94.59912499999994
6.800000000000001, 94.70677734374995, 94.61202343749996
6.9, 94.72066796874995, 94.62789843749995
7.0, 94.73505468749994, 94.64030078124995
7.1000000000000005, 94.74894531249996, 94.65319921874996
7.2, 94.76333203124996, 94.66907421874996
7.300000000000001, 94.77722265624995, 94.68147656249995
7.4, 94.79111328124995, 94.69735156249995
7.5, 94.80549999999995, 94.71024999999996
7.6000000000000005, 94.81939062499994, 94.72612499999995
7.7, 94.83328124999996, 94.73902343749994
7.800000000000001, 94.84766796874995, 94.75489843749996
7.9, 94.86155859374995, 94.76730078124996
8.0, 94.87594531249995, 94.78019921874994
8.1, 94.88983593749994, 94.79607421874995
8.200000000000001, 94.90372656249995, 94.80847656249995
8.3, 94.91811328124996, 94.82137499999995
8.4, 94.93200390624995, 94.83724999999995
8.5, 94.94639062499995, 94.85312499999995
8.6, 94.96028124999995, 94.86602343749995
8.700000000000001, 94.97417187499995, 94.88189843749994
8.8, 94.98855859374996, 94.89430078124995
8.9, 95.00244921874994, 94.90719921874995
9.0, 95.01633984374995, 94.92307421874995
9.1, 95.03072656249995, 94.93547656249996
9.200000000000001, 95.04461718749994, 94.94837499999994
9.3, 95.05900390624996, 94.96424999999995
9.4, 95.07289453124996, 94.98012499999996
9.5, 95.08678515624995, 94.99302343749994
9.600000000000001, 95.10117187499995, 95.00542578124994
9.700000000000001, 95.11506249999995, 95.02130078124996
9.8, 95.12895312499995, 95.03419921874995
9.9, 95.14333984374996, 95.05007421874994
10.0, 95.15723046874994, 95.06247656249995
10.100000000000001, 95.17161718749995, 95.07537499999995
10.200000000000001, 95.18550781249995, 95.09124999999995
10.3, 95.19939843749995, 95.10712499999994
10.4, 95.21378515624995, 95.12002343749995
10.5, 95.22767578124996, 95.13242578124995
10.600000000000001, 95.24206249999995, 95.14830078124994
10.700000000000001, 95.25595312499995, 95.16119921874996
10.8, 95.26984374999995, 95.17360156249994
10.9, 95.28423046874995, 95.18947656249995
11.0, 95.29812109374996, 95.20237499999995
11.100000000000001, 95.31201171874996, 95.21824999999995
11.200000000000001, 95.32639843749995, 95.23114843749995
11.3, 95.34028906249995, 95.24702343749995
11.4, 95.35467578124995, 95.25942578124994
11.5, 95.36856640624995, 95.27530078124995
11.600000000000001, 95.38245703124996, 95.28819921874995
11.700000000000001, 95.39684374999995, 95.30060156249995
11.8, 95.41073437499995, 95.31647656249994
11.9, 95.42462499999995, 95.32937499999996
12.0, 95.43901171874995, 95.34524999999995
12.100000000000001, 95.45290234374995, 95.35814843749996
12.200000000000001, 95.46728906249994, 95.37402343749996
12.3, 95.48117968749995, 95.38642578124995
12.4, 95.49507031249995, 95.40230078124995
12.5, 95.50945703124995, 95.41519921874996
12.600000000000001, 95.52334765624995, 95.42760156249994
12.700000000000001, 95.53773437499994, 95.44347656249995
12.8, 95.55162499999994, 95.45637499999995
12.9, 95.56551562499995, 95.47224999999996
13.0, 95.57990234374995, 95.48514843749994
13.100000000000001, 95.59379296874995, 95.50102343749995
13.200000000000001, 95.60768359374995, 95.51342578124995
13.3, 95.62207031249994, 95.52930078124996
